Supplier type;Supplier;Invoice type;Invoice number;Invoice owner;Amount
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;111063;Macy Hurst;3903000
;Etiam Imperdiet Corporation;Small invoice;111159;Rebecca Love;2780000
Office supplies;Pellentesque Tincidunt Tempus Institute;Small invoice;111160;Rebecca Love;214000
;Mauris Vel Turpis PC;Small invoice;111161;Cullen Combs;1530000
;Nibh Enim Foundation;Partner;111162;Rebecca Love;60000
;Maecenas Mi Felis Inc.;Small invoice;111163;Rebecca Love;4900000
;Malesuada Id LLP;Small invoice;111164;Alan Boyer;1180000
;Velit Dui Semper Incorporated;Small invoice;111165;Clio Butler;7140000
;Egestas Industries;Small invoice;111166;Clio Butler;1290000
;Vulputate Ullamcorper Institute;Small invoice;111167;Macy Hurst;2430000
;Vulputate Ullamcorper Institute;Small invoice;111168;Macy Hurst;3433000
;Vulputate Ullamcorper Institute;Small invoice;111169;Macy Hurst;2373000
;Vulputate Ullamcorper Institute;Small invoice;111170;Macy Hurst;2540000
;Malesuada Id LLP;Small invoice;111172;Fiona Luna;1550000
;Pellentesque A LLP;Medium invoice;111174;Alan Boyer;15232000
;Egestas Corp.;Small invoice;111175;Fiona Luna;9634000
;Nec Company;Small invoice;111176;Alan Boyer;9282000
;Posuere Cubilia Institute;Small invoice;111178;Fiona Luna;6970000
;Nec Mollis LLP;Small invoice;111180;Kyla Jackson;790000
;Non Dapibus Company;Employee declaration;111181;;810000
;Non Dapibus Company;Employee declaration;111182;;350000
;Ligula Company;Employee declaration;111183;;3790000
;Vivamus Consulting;Employee declaration;111184;;210000
;Vivamus Consulting;Employee declaration;111185;;400000
;Lorem Incorporated;Employee declaration;111186;;310000
;Non Dapibus Company;Employee declaration;111187;;210000
;Ligula Company;Employee declaration;111188;;1710000
;Vivamus Consulting;Employee declaration;111189;;760000
;At Fringilla Company;Employee declaration;111190;;1300000
;Augue Eu LLP;Employee declaration;111191;;40000
;Et Magnis Dis PC;Employee declaration;111192;;2020000
;Quisque Purus Limited;Employee declaration;111193;;340000
;Neque Non Quam Inc.;Employee declaration;111194;;1600000
;Semper Rutrum Consulting;Employee declaration;111195;;590000
;Semper Rutrum Consulting;Employee declaration;111196;;5910000
;Ornare Sagittis Felis Inc.;Small invoice;111266;Cullen Combs;3155000
;Nibh Enim Foundation;Partner;111267;Cullen Combs;360000
;Nibh Enim Foundation;Partner;111268;Cullen Combs;280000
;Nibh Enim Foundation;Partner;111269;Cullen Combs;100000
;Nibh Enim Foundation;Partner;111270;Rebecca Love;90000
;Nonummy Foundation;Small invoice;111271;Medge Patel;595000
;Cum Sociis Natoque Inc.;Small invoice;111272;Cullen Combs;238000
;Cum Sociis Natoque Inc.;Small invoice;111273;Cullen Combs;5355000
;Quam PC;Medium invoice;111274;Medge Patel;11697000
;Ut Nulla Cras Foundation;Small invoice;111275;Medge Patel;5890000
;Feugiat Tellus Foundation;Small invoice;111276;Cullen Combs;4050000
;Non Luctus Sit Corporation;Preferred supplier;111278;Rebecca Love;4000000
;Vulputate Ullamcorper Institute;Small invoice;111279;Cullen Combs;7830000
;Dictum Eleifend Nunc Institute;Small invoice;111280;Fiona Luna;5147000
;Pellentesque LLC;Small invoice;111283;Macy Hurst;7912000
;Nullam Feugiat Corporation;Small invoice;111284;Cruz Abbott;7425000
;Ultricies Institute;Small invoice;111287;Lars Walker;2938000
;Molestie Institute;Employee declaration;111288;;4150000
;Donec Porttitor Company;Small invoice;111289;Medge Patel;1700000
;Lorem Fringilla Consulting;Small invoice;111290;Cullen Combs;4160000
;Ut Associates;Small invoice;111291;Medge Patel;1416000
;Rutrum Eu Corporation;Small invoice;111292;Medge Patel;8321000
;Aliquam PC;Small invoice;111293;Alan Boyer;750000
;Commodo Incorporated;Small invoice;111294;Alan Boyer;130000
;Aliquam PC;Small invoice;111295;Alan Boyer;750000
;Tempus LLC;Small invoice;111296;Alan Boyer;1328000
;Iaculis Corporation;Small invoice;111297;Clio Butler;1247000
;Et Company;Small invoice;111298;Clio Butler;9280000
;Nullam Lobortis Quam Ltd;Small invoice;111299;Alan Boyer;7329000
;Mauris Suspendisse Industries;Small invoice;111301;;1414000
;Pellentesque A LLP;Small invoice;111302;Fiona Luna;6957000
Technical equipment;Ligula Ltd;Small invoice;111303;Kyla Jackson;3451000
Technical equipment;Ligula Ltd;High-level invoice;111304;Larissa Calderon;416469000
;Non Dapibus Limited;Small invoice;111305;Rebecca Love;2142000
;Sagittis Felis LLP;Small invoice;111306;Dennis Robertson;3104000
;Lectus A LLP;Small invoice;111308;Lars Walker;750000
;Augue Scelerisque Corporation;Small invoice;111309;Medge Patel;6900000
;Etiam Foundation;Medium invoice;111310;Cullen Combs;19415000
;Egestas Aliquam Ltd;Small invoice;111383;Clio Butler;880000
;Malesuada Id LLP;Small invoice;111385;Fiona Luna;3200000
;Fringilla Mi Lacinia Corporation;Small invoice;111386;Alan Boyer;7945000
;Nec Leo Morbi Company;Medium invoice;111387;Fiona Luna;30243000
;Nullam LLC;Small invoice;111388;Fiona Luna;410000
;Sit Amet Orci Associates;Small invoice;111389;Fiona Luna;3050000
;Malesuada Id LLP;Small invoice;111391;Alan Boyer;1730000
;Dictum Eleifend LLC;Small invoice;111392;Hunter Garcia;2820000
;Sagittis Felis LLP;Small invoice;111393;Rebecca Love;2079000
;Sagittis Felis LLP;Small invoice;111394;Hunter Garcia;5950000
;Sagittis Felis LLP;Small invoice;111395;Hunter Garcia;1889000
;Sagittis Felis LLP;Small invoice;111396;Hunter Garcia;900000
;Condimentum Eget Incorporated;Medium invoice;111397;Larissa Calderon;12345000
;Tempus Scelerisque Institute;Small invoice;111398;Dennis Robertson;9336000
;Sagittis Felis LLP;Small invoice;111399;Dennis Robertson;1967000
;Ac Eleifend Vitae Ltd;Small invoice;111401;Medge Patel;2237000
;Enim Suspendisse LLP;Small invoice;111402;Cullen Combs;220000
;Lacus Varius Industries;Small invoice;111403;Medge Patel;1500000
;Vestibulum Massa Rutrum Associates;Small invoice;111404;Medge Patel;119000
;Ornare In Faucibus Institute;Small invoice;111405;Cullen Combs;46000
;Nibh Phasellus Nulla Inc.;Small invoice;111406;Cullen Combs;5880000
Office supplies;Amet Ltd;Small invoice;111407;Cullen Combs;960000
;Rutrum Justo LLC;Small invoice;111408;Rebecca Love;8210000
;Rutrum Justo LLC;Small invoice;111409;Medge Patel;2731000
;Quisque Associates;Small invoice;111410;Cullen Combs;6019000
;Ut Sagittis Lobortis Company;Small invoice;111411;Medge Patel;1000000
;Proin Ultrices Duis Consulting;Small invoice;111412;Cullen Combs;135000
;Proin Ultrices Duis Consulting;Small invoice;111413;Cullen Combs;1665000
;Augue Ac Foundation;Small invoice;111415;Cullen Combs;134000
;At Auctor Associates;Small invoice;111416;Cullen Combs;220000
;Orci Associates;Small invoice;111417;Cullen Combs;9763000
;Ut Tincidunt Vehicula Company;Small invoice;111418;Cullen Combs;10000
;Maecenas LLP;Small invoice;111419;Cullen Combs;1675000
;Lorem LLP;Small invoice;111421;Medge Patel;390000
;Diam Foundation;Small invoice;111422;Cullen Combs;105000
;Diam Foundation;Small invoice;111423;Cullen Combs;105000
;Diam Foundation;Small invoice;111424;Cullen Combs;105000
;Diam Foundation;Small invoice;111425;Cullen Combs;105000
;Metus Corporation;Small invoice;111426;Cullen Combs;860000
;Et Ultrices Institute;Small invoice;111427;Medge Patel;700000
;Elit Dictum Foundation;Small invoice;111498;Hunter Garcia;4912000
;Morbi Vehicula Inc.;Employee declaration;111500;;1640000
;Mauris Sit Amet Associates;Employee declaration;111501;;1700000
;Morbi Vehicula Inc.;Employee declaration;111502;;120000
;Libero Nec Industries;Small invoice;111503;Medge Patel;5474000
;Quis PC;Small invoice;111504;Cullen Combs;190000
;Quis LLC;Small invoice;111505;Medge Patel;4653000
;Donec Tincidunt Donec Incorporated;Small invoice;111506;Medge Patel;1780000
;Sem Nulla Interdum Company;Small invoice;111507;Cullen Combs;1082000
;Nibh Phasellus Nulla Inc.;Small invoice;111508;Cullen Combs;7970000
;Augue Ltd;Small invoice;111509;Cullen Combs;5900000
;Purus Sapien Gravida Limited;Small invoice;111510;Cullen Combs;5150000
;Lobortis Augue Scelerisque PC;Medium invoice;111511;Rebecca Love;10412000
;Sed Leo Cras Associates;Small invoice;111512;Medge Patel;430000
;Mauris Company;Medium invoice;111513;Clio Butler;58952000
;Ullamcorper Nisl Arcu Corporation;Small invoice;111514;Lars Walker;1940000
;Quisque Limited;Small invoice;111516;Cullen Combs;1750000
;Per Conubia LLC;Small invoice;111517;Cullen Combs;4557000
;Sed Ltd;Small invoice;111518;Medge Patel;3213000
;Nascetur Ridiculus Mus LLC;Small invoice;111519;Cullen Combs;460000
;Mauris LLP;Small invoice;111520;Cullen Combs;440000
;A PC;Small invoice;111524;Hunter Garcia;9069000
;Metus In Lorem Incorporated;Small invoice;111525;Rebecca Love;1480000
;Luctus Incorporated;Medium invoice;111526;Hunter Garcia;63369000
;Non Enim LLP;Small invoice;111527;Cullen Combs;2830000
;Vitae Erat Vel Corporation;Small invoice;111528;Cullen Combs;5350000
;Nibh Vulputate Mauris Consulting;Small invoice;111529;Cullen Combs;1170000
;Commodo Tincidunt Nibh Industries;Small invoice;111530;Cullen Combs;1350000
;Maecenas Mi Felis Inc.;Small invoice;111531;Cullen Combs;116000
;Vel PC;Partner;111624;Cullen Combs;1300000
;Vel PC;Partner;111625;Cullen Combs;16056000
;Vel PC;Partner;111626;Cullen Combs;42525000
;Vel PC;Partner;111627;Cullen Combs;38818000
;Vel PC;Partner;111628;Cullen Combs;21896000
;Vel PC;Partner;111629;Cullen Combs;59066000
;Vel PC;Partner;111630;Cullen Combs;16078000
;Vel PC;Partner;111631;Cullen Combs;398000
;Vel PC;Partner;111632;Cullen Combs;4306000
;Vel PC;Partner;111633;Cullen Combs;1982000
;Vel PC;Partner;111634;Cullen Combs;132000
;Vel PC;Partner;111635;Cullen Combs;1870000
;Vel PC;Partner;111636;Cullen Combs;1710000
;Interdum Corp.;Small invoice;111637;Medge Patel;2020000
;Bibendum PC;Small invoice;111638;Cullen Combs;1550000
;Eu Erat Incorporated;Small invoice;111639;Cullen Combs;8806000
;Justo Nec Ante Consulting;Small invoice;111640;Cullen Combs;3610000
;Eget Lacus Mauris Foundation;Medium invoice;111641;Cullen Combs;19142000
Office supplies;Euismod LLC;Small invoice;111642;Medge Patel;490000
;Molestie Ltd;Small invoice;111738;Cullen Combs;5400000
;Feugiat Tellus Lorem Associates;Small invoice;111739;Cullen Combs;2236000
;Suspendisse Tristique Company;Small invoice;111740;Medge Patel;3407000
;Orci In Ltd;Small invoice;111741;Medge Patel;2975000
;Placerat LLP;Small invoice;111742;Medge Patel;6511000
;Ac Risus Morbi Consulting;Small invoice;111743;Medge Patel;6997000
;Eget Inc.;Small invoice;111744;Cullen Combs;3410000
;Dui PC;Small invoice;111745;Medge Patel;4165000
;Faucibus Lectus A Foundation;Small invoice;111746;Medge Patel;22000
;Molestie Ltd;Small invoice;111747;Medge Patel;1063000
;Elit Company;Employee declaration;111777;;800000
;Non Luctus Sit Corporation;Preferred supplier;111844;Hunter Garcia;1580000
;Phasellus Nulla Integer LLP;Employee declaration;111846;;1790000
;Feugiat Tellus Foundation;Small invoice;111963;Cullen Combs;3310000
;Eleifend Non PC;Small invoice;124093;Rebecca Love;1000000
;Feugiat Tellus Foundation;Small invoice;111964;Cullen Combs;7970000
;Metus In Lorem Incorporated;Small invoice;111965;Cullen Combs;1490000
;Cursus Foundation;Small invoice;111966;Cullen Combs;550000
;Libero Nec Industries;Small invoice;111967;Cullen Combs;3000000
;Mauris Vel Turpis PC;Small invoice;111968;Cullen Combs;710000
;Vel PC;Partner;111969;Cullen Combs;800000
;Pharetra Ut Ltd;Small invoice;111971;Macy Hurst;2148000
;Gravida Mauris Ut Institute;Small invoice;111972;Macy Hurst;5290000
;Gravida Mauris Ut Institute;Small invoice;111973;Macy Hurst;3570000
;Nulla In Institute;Small invoice;112068;Macy Hurst;1631000
;Non Limited;Preferred supplier;112069;Macy Hurst;3109000
;Non Limited;Preferred supplier;112070;Alan Boyer;2799000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112071;;7530000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112072;;8590000
;Vivamus Sit Amet Inc.;Medium invoice;112073;Gary Le;16068000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112074;Alan Boyer;1900000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112075;Alan Boyer;1900000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112076;Alan Boyer;2290000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112077;Alan Boyer;1900000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112078;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112079;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112080;Alan Boyer;4850000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112081;Alan Boyer;2912000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112082;Alan Boyer;2300000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112083;Alan Boyer;1623000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112084;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112085;Alan Boyer;5930000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112086;Alan Boyer;2200000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112087;Alan Boyer;1211000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112088;Alan Boyer;6400000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112089;Alan Boyer;2680000
;Purus Sapien Gravida Limited;Small invoice;112184;Cullen Combs;5500000
;Elit Sed Institute;Small invoice;127703;Dennis Robertson;1426000
;Enim Suspendisse LLP;Small invoice;128254;Rebecca Love;90000
;Non Institute;Small invoice;128289;Macy Hurst;5950000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128487;Macy Hurst;6699000
Machinery;Molestie Pharetra Nibh Ltd;Medium invoice;128521;Macy Hurst;16176000
Machinery;Molestie Pharetra Nibh Ltd;Medium invoice;128524;Macy Hurst;18222000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128525;Macy Hurst;7868000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128526;Macy Hurst;1179000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128527;Macy Hurst;6060000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128528;Macy Hurst;9990000
Machinery;Molestie Pharetra Nibh Ltd;Medium invoice;128531;Macy Hurst;66206000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128534;Macy Hurst;8627000
Machinery;Molestie Pharetra Nibh Ltd;Medium invoice;128535;Macy Hurst;24694000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128537;Macy Hurst;5470000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128538;Macy Hurst;5710000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128539;Macy Hurst;1192000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128540;Macy Hurst;1431000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128541;Macy Hurst;244000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128544;Macy Hurst;1485000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128545;Macy Hurst;3748000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128546;Macy Hurst;7780000
Machinery;Molestie Pharetra Nibh Ltd;Medium invoice;128547;Macy Hurst;17281000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;128548;Macy Hurst;6922000
;A Auctor Non Corp.;Small invoice;112290;Hunter Garcia;7497000
;A Auctor Non Corp.;Small invoice;112291;Hunter Garcia;3321000
;Libero Morbi Accumsan Inc.;Small invoice;112292;Rebecca Love;2118000
;Per Inceptos Inc.;Small invoice;112293;Hunter Garcia;4480000
;Non Limited;Preferred supplier;112294;Hunter Garcia;2357000
;Ut Semper Incorporated;Small invoice;112295;Hunter Garcia;2670000
;Per Inceptos Inc.;Medium invoice;112297;Dennis Robertson;14535000
;Tincidunt Corp.;Employee declaration;112298;;500000
;Tempor Bibendum Limited;Employee declaration;112299;;500000
;Aliquet Lobortis Consulting;Employee declaration;112300;;500000
;Sapien Limited;Small invoice;112301;Hunter Garcia;3980000
;Purus Mauris LLC;Small invoice;112302;Cullen Combs;7140000
;Maecenas Ornare Egestas PC;Small invoice;112303;Rebecca Love;595000
;Tellus Lorem Eu Associates;Medium invoice;112304;Cullen Combs;16714000
;Semper Industries;Small invoice;112306;Cullen Combs;1897000
;Et Ipsum Incorporated;Partner;112309;Lars Walker;8925000
;Et Ipsum Incorporated;Partner;112310;Lars Walker;1487000
;Lectus Pede Inc.;Small invoice;112313;Hunter Garcia;5710000
;Lectus Pede Inc.;Small invoice;112314;Hunter Garcia;9280000
;Nullam Vitae Incorporated;Small invoice;112315;Hunter Garcia;1106000
;Faucibus Orci Consulting;Small invoice;112316;Hunter Garcia;125000
;Metus In Lorem Incorporated;Small invoice;112317;Hunter Garcia;9760000
;Metus In Lorem Incorporated;Small invoice;112318;Dennis Robertson;3230000
;Purus Mauris Limited;Small invoice;112319;Dennis Robertson;1769000
;Lectus Justo Eu Institute;Small invoice;112320;Dennis Robertson;1000000
;Lectus Justo Eu Institute;Small invoice;112321;Dennis Robertson;700000
;Lectus Justo Eu Institute;Small invoice;112322;Dennis Robertson;1000000
;Lectus Justo Eu Institute;Small invoice;112323;Dennis Robertson;1400000
;Parturient Montes Nascetur Inc.;Small invoice;112324;Dennis Robertson;9495000
;Non Leo Vivamus Institute;Small invoice;112325;Rebecca Love;3010000
;Non Leo Vivamus Institute;Small invoice;112326;Hunter Garcia;660000
;Dui Institute;Small invoice;112330;Hunter Garcia;1187000
;Non Institute;Small invoice;112332;Lars Walker;2380000
;Feugiat Tellus Foundation;Small invoice;112333;Hunter Garcia;1660000
;Imperdiet Dictum Company;Preferred supplier;112334;Rebecca Love;28462000
;Imperdiet Dictum Company;Preferred supplier;112335;Rebecca Love;32662000
;Imperdiet Dictum Company;Preferred supplier;112336;Rebecca Love;1151000
;Nulla Ante Industries;Small invoice;112337;Cleo Mckinney;522000
;Ornare Sagittis Felis Inc.;Small invoice;112338;Rebecca Love;3055000
;Id Enim Curabitur Corporation;Small invoice;112339;Cullen Combs;1210000
;Pede Suspendisse Company;Small invoice;112340;Cullen Combs;4165000
;Nunc Sed Corporation;Small invoice;112341;Cullen Combs;3070000
;Nunc Sed Corporation;Small invoice;112342;Cullen Combs;5900000
;At Velit Corporation;Employee declaration;124897;;560000
Office supplies;Semper Foundation;Small invoice;112408;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;112409;Fiona Luna;1120000
Office supplies;Semper Foundation;Small invoice;112410;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;112411;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;112412;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;112413;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;112414;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;112415;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;112416;Fiona Luna;630000
;Elit Corporation;Small invoice;112417;Fiona Luna;2980000
;Aliquam PC;Small invoice;112418;Fiona Luna;440000
;Aliquam PC;Small invoice;112419;Fiona Luna;440000
Technical equipment;In Consectetuer Ipsum Limited;High-level invoice;112420;Alan Boyer;112559000
Technical equipment;In Consectetuer Ipsum Limited;Medium invoice;112421;Alan Boyer;21433000
Technical equipment;In Consectetuer Ipsum Limited;Small invoice;112422;Alan Boyer;2872000
Machinery;Sed Dictum LLP;High-level invoice;112423;Alan Boyer;101923000
Machinery;Sed Dictum LLP;Medium invoice;112424;Alan Boyer;37961000
Machinery;Sed Dictum LLP;Medium invoice;112425;Alan Boyer;78837000
Machinery;Sed Dictum LLP;High-level invoice;112426;Alan Boyer;126675000
;Nibh Aliquam Ornare Associates;Medium invoice;112427;Alan Boyer;14451000
;Condimentum Eget Company;Small invoice;112428;Clio Butler;7290000
;Dis Parturient Consulting;Small invoice;112429;Alan Boyer;3748000
;Dis Parturient Consulting;Small invoice;112430;Alan Boyer;119000
Machinery;Sed Dictum LLP;Small invoice;112432;Alan Boyer;1428000
Machinery;Sed Dictum LLP;Medium invoice;112433;Alan Boyer;89309000
Machinery;Sed Dictum LLP;Small invoice;112434;Alan Boyer;9877000
Machinery;Sed Dictum LLP;High-level invoice;112435;Alan Boyer;192185000
;Auctor Non Feugiat Corporation;Medium invoice;112436;Alan Boyer;29251000
;Molestie In Consulting;Small invoice;112438;Hunter Garcia;3708000
;Nibh Enim Foundation;Partner;112439;Hunter Garcia;180000
;Nibh Enim Foundation;Partner;112440;Hunter Garcia;530000
;Nibh Enim Foundation;Partner;112441;Hunter Garcia;90000
;Nibh Enim Foundation;Partner;112442;Hunter Garcia;640000
;Nibh Enim Foundation;Partner;112443;Hunter Garcia;60000
;Nibh Enim Foundation;Partner;112444;Rebecca Love;1100000
;Nibh Enim Foundation;Partner;112445;Rebecca Love;30000
;Nibh Enim Foundation;Partner;112446;Hunter Garcia;30000
;Nibh Enim Foundation;Partner;112447;Hunter Garcia;30000
;Vel PC;Partner;112518;Hunter Garcia;3990000
;Cras Sed Leo Company;Employee declaration;112519;;1180000
;Nibh Enim Foundation;Partner;112520;Cullen Combs;3340000
;Nibh Enim Foundation;Partner;112521;Cullen Combs;4880000
;Nibh Enim Foundation;Partner;112522;Medge Patel;1316000
;Gravida Mauris Ut Institute;Small invoice;112523;Macy Hurst;1130000
;Non Institute;Medium invoice;112524;Macy Hurst;83968000
;Elit Dictum Eu PC;Medium invoice;112525;Macy Hurst;15812000
;Aliquet Lobortis Nisi Associates;Small invoice;112527;Medge Patel;760000
;Aliquet Lobortis Nisi Associates;Small invoice;112528;Medge Patel;760000
;Aliquet Lobortis Nisi Associates;Small invoice;112529;Medge Patel;610000
;Mattis Cras Eget Associates;Small invoice;112530;Medge Patel;1060000
;Nulla Vulputate Ltd;Small invoice;112531;Rebecca Love;175000
;Nibh Enim Foundation;Partner;112532;Medge Patel;71219000
;Nibh Enim Foundation;Partner;112533;Medge Patel;1877000
;Nibh Enim Foundation;Partner;112534;Cullen Combs;2140000
;Nibh Enim Foundation;Partner;112535;Cullen Combs;5230000
;Pellentesque Habitant Morbi Associates;Medium invoice;112536;Rebecca Love;35521000
;Lectus Convallis Est Industries;Small invoice;112537;Rebecca Love;6450000
;Lectus Convallis Est Industries;Small invoice;112538;Rebecca Love;6450000
;Lectus Convallis Est Industries;Small invoice;112539;Rebecca Love;6450000
;Lectus Convallis Est Industries;Small invoice;112540;Rebecca Love;6450000
;Nibh Enim Foundation;Partner;112541;Cullen Combs;336000
;Nibh Enim Foundation;Partner;112542;Medge Patel;260000
;Nibh Enim Foundation;Partner;112544;Cullen Combs;4050000
;Nibh Enim Foundation;Partner;112545;Cullen Combs;3380000
;Consectetuer Adipiscing Incorporated;Small invoice;112546;Medge Patel;6540000
Office supplies;Amet Ltd;Small invoice;112547;Medge Patel;1230000
;Etiam Imperdiet Corporation;Small invoice;112548;Cullen Combs;430000
;Id Erat Etiam Corp.;Small invoice;112549;Medge Patel;290000
;Nunc Est Mollis Inc.;Small invoice;112550;Medge Patel;100000
;Ante Company;Small invoice;112654;Cullen Combs;1977000
;Ante Company;Small invoice;112655;Cullen Combs;7050000
;Ante Company;Small invoice;112656;Cullen Combs;2624000
;Ante Company;Small invoice;112657;Cullen Combs;2859000
;Ante Company;Small invoice;112658;Cullen Combs;227000
;Ante Company;Small invoice;112659;Cullen Combs;7140000
;Ante Company;Small invoice;112660;Hunter Garcia;9930000
;Lectus Pede Industries;Small invoice;112661;Hunter Garcia;230000
Office supplies;Amet Ltd;Small invoice;112667;Rebecca Love;630000
;Donec Tincidunt Donec Incorporated;Small invoice;112668;Hunter Garcia;9200000
;Nibh Enim Foundation;Partner;112669;Hunter Garcia;1720000
;Vel PC;Partner;112670;Hunter Garcia;770000
;Vel PC;Partner;112671;Hunter Garcia;1540000
;Ante Company;Small invoice;112672;Hunter Garcia;5350000
;Ante Company;Small invoice;112673;Hunter Garcia;1022000
;Donec Nibh LLC;Small invoice;112675;Hunter Garcia;6671000
;Proin Ltd;Small invoice;112676;Hunter Garcia;320000
;Nullam LLC;Small invoice;112677;Fiona Luna;440000
;Nullam Feugiat Corporation;Small invoice;112678;Cruz Abbott;2670000
;Lectus A LLP;Small invoice;126627;Lars Walker;570000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;112763;Knox Gonzalez;394000
Machinery;Ac Ipsum Phasellus Ltd;High-level invoice;112764;Knox Gonzalez;286646000
;Interdum Nunc Sollicitudin Corp.;Employee declaration;127666;;1550000
Machinery;Molestie Pharetra Nibh Ltd;Medium invoice;112872;Macy Hurst;31367000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112873;Macy Hurst;7190000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112874;Macy Hurst;1429000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112875;Macy Hurst;1274000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112876;Macy Hurst;414000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112877;Macy Hurst;1490000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112878;Macy Hurst;3780000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112879;Macy Hurst;5920000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112880;Macy Hurst;2260000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112881;Macy Hurst;6560000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112883;Macy Hurst;1137000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112884;Macy Hurst;3364000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112885;Macy Hurst;3870000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112886;Macy Hurst;3490000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112887;Macy Hurst;1965000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112888;Macy Hurst;7560000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112890;Macy Hurst;6870000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112891;Macy Hurst;7290000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112892;Macy Hurst;6330000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;112893;Macy Hurst;1118000
;Pede Nunc Industries;Small invoice;112996;Fiona Luna;2499000
;Magna Suspendisse Inc.;Small invoice;112997;Gary Le;6842000
;Sed Sapien Nunc Ltd;Small invoice;112998;Gary Le;4343000
;Sodales Elit Erat Foundation;Small invoice;112999;Clio Butler;2796000
;Aliquet Sem Company;Small invoice;113000;Alan Boyer;1188000
;Pellentesque Ultricies Dignissim Industries;Small invoice;113001;Clio Butler;9754000
;Magna Suspendisse Tristique PC;Small invoice;113002;Clio Butler;6970000
;Nunc Incorporated;Employee declaration;118511;;2880000
Technical equipment;Ligula Ltd;Small invoice;113003;Fiona Luna;833000
;Tellus Limited;Small invoice;113004;Gary Le;833000
;Ultricies Ornare Industries;Small invoice;113007;Clio Butler;2763000
;Ultricies Ornare Industries;Small invoice;113008;Clio Butler;1044000
;Ultricies Ornare Industries;Small invoice;113009;Clio Butler;174000
;Ultricies Ornare Industries;Small invoice;113010;Clio Butler;6960000
;Ultricies Ornare Industries;Small invoice;113011;Clio Butler;6960000
;Ultricies Ornare Industries;Small invoice;113012;Clio Butler;2088000
